file	run	review	scope
wide/habits.productivity-builder.timer-expanded.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	Title, disclosure, Stop, timer status and Edit retain a consistent order; wide serial work is centered. Native recreation preserves the running timer.
wide/habits.productivity-builder.timer-stopped.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	Start replaces Stop with one idle summary. Exact timer log and Habit identity remain unchanged by presentation.
wide/settings.item-builder.choice-value.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	Appearance choices, descriptions and chosen Area remain legible; wide header and values share the reading column with category navigation retained. Phone preserves existing scroll position.
wide/settings.item-builder.saved-value.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	Reopened confirmed precision 3 is visible with unit settings and existing category navigation. Typed drafts still require explicit Save.
wide/tracks.record-builder.actions.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	Open Track and destructive Delete Entry remain distinct in the anchored menu; native navigation and deletion review are exercised.
wide/tracks.record-builder.activity.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	Record reading order and native edit actions are retained. Wide chronological reading is centered without the duplicate statistics sidebar.
wide/tracks.record-builder.archived.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	Archived records expose saved facts and inspection without Entry mutations. Restore Track and existing definition editing remain available.
wide/tracks.record-builder.entries.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	Native long titles and complete facts retain direct actions. Wide view has one feature-owned list/detail browser; phone keeps the prior compact detail structure.
wide/tracks.record-builder.insights.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	Exact three-Field total remains accessible in existing Insights. Full metric-row hierarchy merits separate design review; this verifies aggregate retention and shared width only.
wide-neighbors/gym.531-cycle.focused-set.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	One Next Set action reveals exact target, inputs and Complete Set below the pinned lane within the shared column.
wide-neighbors/gym.531-cycle.workout.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	Serial execution and its header share 720 dp, with complete NEXT target and prescribed rest. Initial Complete Set still requires scrolling.
wide-neighbors/gym.routine-authoring.new.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	Specialized Routine authoring retains its broader outline and explicit disabled Save before valid data.
wide-neighbors/gym.routine-authoring.saved-in-place.png	API37_6_METHODS	Original PNG personally inspected; matching XML validated for named interaction nodes	Specialized outline/placement split retains selection, authored notes and saved-in-place confirmation. Its width exception remains deliberate.
