image	review_date	status	observation	limits
api37/tracks.entry-delete.conflict.large.png	2026-09-09	Verified	One clear deletion-failure title and full changed-Entry explanation are readable; Keep Entry and Review Entry remain fully visible.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. This fixture explicitly supplies Compact outer app chrome on a wide Activity; full app adaptive chrome is covered by the process journey.
api37/tracks.entry-delete.conflict.ordinary.png	2026-09-09	Verified	One clear deletion-failure title and full changed-Entry explanation are readable; Keep Entry and Review Entry remain fully visible.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. This fixture explicitly supplies Compact outer app chrome on a wide Activity; full app adaptive chrome is covered by the process journey.
api37/tracks.entry-delete.latest.large.png	2026-09-09	Verified	The inspector retains River trail identity, Track/date context and visible edit/close actions. The complete newer unreviewed Note is readable. Recorded status, Date, Name and Note have clear label/value hierarchy and fit in the frame.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. This fixture explicitly supplies Compact outer app chrome on a wide Activity; full app adaptive chrome is covered by the process journey.
api37/tracks.entry-delete.latest.ordinary.png	2026-09-09	Verified	The inspector retains River trail identity, Track/date context and visible edit/close actions. The complete newer unreviewed Note is readable. Recorded status, Date, Name and Note have clear label/value hierarchy and fit in the frame.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. This fixture explicitly supplies Compact outer app chrome on a wide Activity; full app adaptive chrome is covered by the process journey.
api37/tracks.entry-delete.review.large.png	2026-09-09	Verified	The complete deletion title, date/Track/value-count impact, Undo explanation and Keep/Delete actions fit. Spacing separates review from actions and the destructive label remains distinct.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. This fixture explicitly supplies Compact outer app chrome on a wide Activity; full app adaptive chrome is covered by the process journey.
api37/tracks.entry-delete.review.ordinary.png	2026-09-09	Verified	The complete deletion title, date/Track/value-count impact, Undo explanation and Keep/Delete actions fit. Spacing separates review from actions and the destructive label remains distinct.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. This fixture explicitly supplies Compact outer app chrome on a wide Activity; full app adaptive chrome is covered by the process journey.
baseline-process-api37/after-confirm.png	2026-09-09	Rejected	The review closes into empty Entry history with deletion/Undo feedback. The newer unreviewed note was deleted according to proof.json; the apparently normal success is unsafe.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance.
baseline-process-api37/before.png	2026-09-09	Confirmed	Opening review has complete River trail identity, date, Track, two-value impact and Undo explanation; Keep/Delete remain distinct in the centered wide dialog. Real adaptive navigation is visible behind the scrim.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Baseline pixels cannot reveal that the newer hidden note has replaced the reviewed revision.
baseline-process-api37/recovered.png	2026-09-09	Confirmed	Recovered review has complete River trail identity, date, Track, two-value impact and Undo explanation; Keep/Delete remain distinct in the centered wide dialog. Real adaptive navigation is visible behind the scrim.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Baseline pixels cannot reveal that the newer hidden note has replaced the reviewed revision.
development-api26/tracks.entry-delete.conflict.large.png	2026-09-09	Superseded	One clear deletion-failure title and full changed-Entry explanation are readable; Keep Entry and Review Entry remain fully visible. The actions stack without clipped words.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Gray focus highlights on safe/edit actions are keyboard focus, not unexplained filled-button styling. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-api26/tracks.entry-delete.conflict.ordinary.png	2026-09-09	Superseded	One clear deletion-failure title and full changed-Entry explanation are readable; Keep Entry and Review Entry remain fully visible.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Gray focus highlights on safe/edit actions are keyboard focus, not unexplained filled-button styling. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-api26/tracks.entry-delete.latest.large.png	2026-09-09	Superseded	The inspector retains River trail identity, Track/date context and visible edit/close actions. The complete newer unreviewed Note is readable. The body is deliberately scrolled to the Note; the leading Date content is above the viewport, so this is not an all-content-at-once claim.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Gray focus highlights on safe/edit actions are keyboard focus, not unexplained filled-button styling. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-api26/tracks.entry-delete.latest.ordinary.png	2026-09-09	Superseded	The inspector retains River trail identity, Track/date context and visible edit/close actions. The complete newer unreviewed Note is readable. Recorded status, Date, Name and Note have clear label/value hierarchy and fit in the frame.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Gray focus highlights on safe/edit actions are keyboard focus, not unexplained filled-button styling. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-api26/tracks.entry-delete.review.large.png	2026-09-09	Rejected	Large title and deletion impact are legible above stacked Keep/Delete actions. The Undo explanation extends below the initial body viewport. The body has no scroll action, so complete reading is unavailable.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Gray focus highlights on safe/edit actions are keyboard focus, not unexplained filled-button styling. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-api26/tracks.entry-delete.review.ordinary.png	2026-09-09	Superseded	The complete deletion title, date/Track/value-count impact, Undo explanation and Keep/Delete actions fit. Spacing separates review from actions and the destructive label remains distinct.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Gray focus highlights on safe/edit actions are keyboard focus, not unexplained filled-button styling. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-api37/tracks.entry-delete.conflict.large.png	2026-09-09	Superseded	One clear deletion-failure title and full changed-Entry explanation are readable; Keep Entry and Review Entry remain fully visible.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. This fixture explicitly supplies Compact outer app chrome on a wide Activity; full app adaptive chrome is covered by the process journey. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-api37/tracks.entry-delete.conflict.ordinary.png	2026-09-09	Superseded	One clear deletion-failure title and full changed-Entry explanation are readable; Keep Entry and Review Entry remain fully visible.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. This fixture explicitly supplies Compact outer app chrome on a wide Activity; full app adaptive chrome is covered by the process journey. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-api37/tracks.entry-delete.latest.large.png	2026-09-09	Superseded	The inspector retains River trail identity, Track/date context and visible edit/close actions. The complete newer unreviewed Note is readable. Recorded status, Date, Name and Note have clear label/value hierarchy and fit in the frame.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. This fixture explicitly supplies Compact outer app chrome on a wide Activity; full app adaptive chrome is covered by the process journey. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-api37/tracks.entry-delete.latest.ordinary.png	2026-09-09	Superseded	The inspector retains River trail identity, Track/date context and visible edit/close actions. The complete newer unreviewed Note is readable. Recorded status, Date, Name and Note have clear label/value hierarchy and fit in the frame.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. This fixture explicitly supplies Compact outer app chrome on a wide Activity; full app adaptive chrome is covered by the process journey. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-api37/tracks.entry-delete.review.large.png	2026-09-09	Superseded	The complete deletion title, date/Track/value-count impact, Undo explanation and Keep/Delete actions fit. Spacing separates review from actions and the destructive label remains distinct.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. This fixture explicitly supplies Compact outer app chrome on a wide Activity; full app adaptive chrome is covered by the process journey. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-api37/tracks.entry-delete.review.ordinary.png	2026-09-09	Superseded	The complete deletion title, date/Track/value-count impact, Undo explanation and Keep/Delete actions fit. Spacing separates review from actions and the destructive label remains distinct.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. This fixture explicitly supplies Compact outer app chrome on a wide Activity; full app adaptive chrome is covered by the process journey. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-process-api37/after-confirm.png	2026-09-09	Rejected	History is protected, but generic Save Didn't Finish wording, the claim that changes are still here, and repeat Delete misdescribe this deletion conflict. Superseded by the explicit Review Entry route.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-process-api37/before.png	2026-09-09	Superseded	Opening review has complete River trail identity, date, Track, two-value impact and Undo explanation; Keep/Delete remain distinct in the centered wide dialog. Real adaptive navigation is visible behind the scrim.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-process-api37/recovered.png	2026-09-09	Superseded	Recovered review has complete River trail identity, date, Track, two-value impact and Undo explanation; Keep/Delete remain distinct in the centered wide dialog. Real adaptive navigation is visible behind the scrim.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-process-flow-api37/after-confirm.png	2026-09-09	Superseded	One deletion-specific conflict title and explanation replace the review. Keep Entry and Review Entry are fully visible with calm hierarchy; no redundant save-failure container or destructive repeat action.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-process-flow-api37/before.png	2026-09-09	Superseded	Opening review has complete River trail identity, date, Track, two-value impact and Undo explanation; Keep/Delete remain distinct in the centered wide dialog. Real adaptive navigation is visible behind the scrim.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-process-flow-api37/recovered.png	2026-09-09	Superseded	Recovered review has complete River trail identity, date, Track, two-value impact and Undo explanation; Keep/Delete remain distinct in the centered wide dialog. Real adaptive navigation is visible behind the scrim.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-process-flow-api37/review-latest.png	2026-09-09	Superseded	Read-only River trail inspector shows date, Name and the complete newer Source notes value. Identity/edit/close stay legible within a bounded wide inspector.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
development-process-flow-api37/undo.png	2026-09-09	Superseded	A single restored River trail row, date, Edit and More Actions are visible in the wide workspace; counts are coherent. UUID and the hidden newer note after Undo are verified by proof.json, not inferred from this row.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance. Captured before the final scrolling refinement; retained for development history, not final-source acceptance.
process-api37/after-confirm.png	2026-09-09	Verified	One deletion-specific conflict title and explanation replace the review. Keep Entry and Review Entry are fully visible with calm hierarchy; no redundant save-failure container or destructive repeat action.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance.
process-api37/before.png	2026-09-09	Verified	Opening review has complete River trail identity, date, Track, two-value impact and Undo explanation; Keep/Delete remain distinct in the centered wide dialog. Real adaptive navigation is visible behind the scrim.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance.
process-api37/recovered.png	2026-09-09	Verified	Recovered review has complete River trail identity, date, Track, two-value impact and Undo explanation; Keep/Delete remain distinct in the centered wide dialog. Real adaptive navigation is visible behind the scrim.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance.
process-api37/review-latest.png	2026-09-09	Verified	Read-only River trail inspector shows date, Name and the complete newer Source notes value. Identity/edit/close stay legible within a bounded wide inspector.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance.
process-api37/undo.png	2026-09-09	Verified	A single restored River trail row, date, Edit and More Actions are visible in the wide workspace; counts are coherent. UUID and the hidden newer note after Undo are verified by proof.json, not inferred from this row.	Personal review of this rendered state; persisted identity/revision requires the separate test/proof. No full accessibility or whole-Track acceptance.
